timestamp,source_ip,source_port,destination_ip,dst_port,protocol,Family,Service,duration,source_bytes,destination_bytes,conn_state,missed_bytes,source_packets,src_ip_bytes,destination_packets,dst_ip_bytes,Temperature,Humidity,Status,Label,Type
749446362,192.168.18.138,58770,16.170.215.67,80,1,2,1,611,260,51,S0,0,1,32,1,197,26.6,45.9,ON,0,normal
749446393,192.168.18.138,58770,16.170.215.67,80,1,2,1,622,260,51,S0,0,1,32,1,197,26.6,45.6,ON,0,normal
749446456,192.168.18.138,58770,16.170.215.67,80,1,2,1,610,260,51,S0,0,1,32,1,197,26.3,45.5,ON,0,normal
749446486,192.168.18.138,58770,16.170.215.67,80,1,2,1,692,260,51,S0,51,1,32,1,248,26.3,45.4,ON,0,normal
749446517,192.168.18.138,58770,16.170.215.67,80,1,2,1,606,260,51,S0,51,1,32,1,248,26.2,45.5,ON,0,normal
749446548,192.168.18.138,58770,16.170.215.67,80,1,2,1,609,260,51,S0,0,1,32,1,197,26.2,45.4,ON,0,normal
749446578,192.168.18.138,58770,16.170.215.67,80,1,2,1,703,260,51,S0,0,1,32,1,197,26.2,45.1,ON,0,normal
749446609,192.168.18.138,58770,16.170.215.67,80,1,2,1,608,260,51,S0,0,1,32,1,197,26.1,44.8,ON,0,normal
749446640,192.168.18.138,58770,16.170.215.67,80,1,2,1,700,260,51,S0,0,1,32,1,197,26.1,44.7,ON,0,normal
749446670,192.168.18.138,58770,16.170.215.67,80,1,2,1,613,260,51,S0,0,1,32,1,197,26.1,44.7,ON,0,normal
749446701,192.168.18.138,58770,16.170.215.67,80,1,2,1,702,260,51,S0,0,1,32,1,197,26.1,44.5,ON,0,normal
749446732,192.168.18.138,58770,16.170.215.67,80,1,2,1,608,260,51,S0,0,1,32,1,197,26.1,44.3,ON,0,normal
749446762,192.168.18.138,58770,16.170.215.67,80,1,2,1,699,260,51,S0,0,1,32,1,197,26.1,44.1,ON,0,normal
749446793,192.168.18.138,58770,16.170.215.67,80,1,2,1,645,260,51,S0,51,1,32,1,248,26,44,ON,0,normal
749446824,192.168.18.138,58770,16.170.215.67,80,1,2,1,681,260,52,S0,52,1,32,1,249,26,43.9,OFF,0,normal
749446854,192.168.18.138,58770,16.170.215.67,80,1,2,1,696,260,52,S0,0,1,32,1,197,26,44.4,OFF,0,normal
749446885,192.168.18.138,58770,16.170.215.67,80,1,2,1,612,260,52,S0,0,1,32,1,197,26.3,44.4,OFF,0,normal
749446916,192.168.18.138,58770,16.170.215.67,80,1,2,1,708,260,52,S0,0,1,32,1,197,26.7,44.1,OFF,0,normal
749447011,192.168.18.138,58770,16.170.215.67,80,1,2,1,609,260,51,S0,0,1,32,1,197,27.7,43.6,OFF,0,normal
749447042,192.168.18.138,58770,16.170.215.67,80,1,2,1,694,260,51,S0,51,1,32,1,248,27.9,43.8,ON,0,normal
749447073,192.168.18.138,58770,16.170.215.67,80,1,2,1,893,260,51,S0,51,1,32,1,248,27.8,44,ON,0,normal
749447103,192.168.18.138,58770,16.170.215.67,80,1,2,1,612,260,51,S0,0,1,32,1,197,27.8,43.9,ON,0,normal
749447134,192.168.18.138,58770,16.170.215.67,80,1,2,1,611,260,51,S0,0,1,32,1,197,27.5,43.9,ON,0,normal
749447165,192.168.18.138,58770,16.170.215.67,80,1,2,1,927,260,51,S0,51,1,32,1,248,27.2,44.1,ON,0,normal
749447196,192.168.18.138,58770,16.170.215.67,80,1,2,1,909,260,51,S0,0,1,32,1,197,27,44.2,ON,0,normal
749447226,192.168.18.138,58770,16.170.215.67,80,1,2,1,630,260,51,S0,0,1,32,1,197,26.8,44.2,ON,0,normal
749447257,192.168.18.138,58770,16.170.215.67,80,1,2,1,662,260,51,S0,0,1,32,1,197,26.6,44.5,ON,0,normal
749447288,192.168.18.138,58770,16.170.215.67,80,1,2,1,608,260,51,S0,0,1,32,1,197,26.5,44.5,ON,0,normal
749447318,192.168.18.138,58770,16.170.215.67,80,1,2,1,718,260,51,S0,0,1,32,1,197,26.3,44.2,ON,0,normal
749447349,192.168.18.138,58770,16.170.215.67,80,1,2,1,703,260,51,S0,0,1,32,1,197,26.2,44.3,ON,0,normal
749447380,192.168.18.138,58770,16.170.215.67,80,1,2,1,694,260,51,S0,51,1,32,1,248,26.1,44.2,ON,0,normal
749447411,192.168.18.138,58770,16.170.215.67,80,1,2,1,708,260,51,S0,51,1,32,1,248,26,44.2,ON,0,normal
749447441,192.168.18.138,58770,16.170.215.67,80,1,2,1,820,260,52,S0,52,1,32,1,249,26,44.2,OFF,0,normal
749447472,192.168.18.138,58770,16.170.215.67,80,1,2,1,1017,260,52,S0,52,1,32,1,249,26,44.7,OFF,0,normal
749447503,192.168.18.138,58770,16.170.215.67,80,1,2,1,661,260,52,S0,52,1,32,1,249,26.2,44.60001,OFF,0,normal
749447534,192.168.18.138,58770,16.170.215.67,80,1,2,1,631,260,52,S0,52,1,32,1,249,26.6,44.2,OFF,0,normal
749447564,192.168.18.138,58770,16.170.215.67,80,1,2,1,722,260,52,S0,52,1,32,1,249,27,44.1,OFF,0,normal
749447595,192.168.18.138,58770,16.170.215.67,80,1,2,1,697,260,51,S0,51,1,32,1,248,27.3,43.8,ON,0,normal
749447626,192.168.18.138,58770,16.170.215.67,80,1,2,1,620,260,51,S0,0,1,32,1,197,27.6,43.5,ON,0,normal
749447657,192.168.18.138,58770,16.170.215.67,80,1,2,1,897,260,51,S0,0,1,32,1,197,27.8,43.8,ON,0,normal
749447688,192.168.18.138,58770,16.170.215.67,80,1,2,1,805,260,51,S0,0,1,32,1,197,27.8,43.7,ON,0,normal
749447718,192.168.18.138,58770,16.170.215.67,80,1,2,1,656,260,51,S0,0,1,32,1,197,27.6,43.7,ON,0,normal
749447749,192.168.18.138,58770,16.170.215.67,80,1,2,1,658,260,51,S0,0,1,32,1,197,27.4,43.9,ON,0,normal
749447780,192.168.18.138,58770,16.170.215.67,80,1,2,1,606,260,51,S0,0,1,32,1,197,27.1,44,ON,0,normal
749447810,192.168.18.138,58770,16.170.215.67,80,1,2,1,616,260,51,S0,0,1,32,1,197,26.9,44.2,ON,0,normal
749447841,192.168.18.138,58770,16.170.215.67,80,1,2,1,693,260,51,S0,0,1,32,1,197,26.7,44.2,ON,0,normal
749447871,192.168.18.138,58770,16.170.215.67,80,1,2,1,619,260,51,S0,0,1,32,1,197,26.4,44.3,ON,0,normal
749447902,192.168.18.138,58770,16.170.215.67,80,1,2,1,608,260,51,S0,0,1,32,1,197,26.2,44.4,ON,0,normal
749447933,192.168.18.138,58770,16.170.215.67,80,1,2,1,706,260,51,S0,0,1,32,1,197,26.1,44.5,ON,0,normal
749447964,192.168.18.138,58770,16.170.215.67,80,1,2,1,733,260,51,S0,0,1,32,1,197,26.1,44.3,ON,0,normal
749447994,192.168.18.138,58770,16.170.215.67,80,1,2,1,678,260,51,S0,0,1,32,1,197,26,44.2,ON,0,normal
749448025,192.168.18.138,58770,16.170.215.67,80,1,2,1,694,260,52,S0,0,1,32,1,197,25.9,44.2,ON,0,normal
749448056,192.168.18.138,58770,16.170.215.67,80,1,2,1,623,260,52,S0,0,1,32,1,197,25.9,44.1,ON,0,normal
749448086,192.168.18.138,58770,16.170.215.67,80,1,2,1,687,260,52,S0,0,1,32,1,197,26,44.7,ON,0,normal
749448117,192.168.18.138,58770,16.170.215.67,80,1,2,1,825,260,52,S0,0,1,32,1,197,26.3,44.4,ON,0,normal
749448148,192.168.18.138,58770,16.170.215.67,80,1,2,1,689,260,52,S0,0,1,32,1,197,26.7,43.9,ON,0,normal
749448179,192.168.18.138,58770,16.170.215.67,80,1,2,1,707,260,52,S0,0,1,32,1,197,27,43.4,ON,0,normal
749448209,192.168.18.138,58770,16.170.215.67,80,1,2,1,720,260,52,S0,0,1,32,1,197,27.4,43,ON,0,normal
749448240,192.168.18.138,58770,16.170.215.67,80,1,2,1,738,260,52,S0,52,1,32,1,249,27.7,42.7,OFF,0,normal
749448271,192.168.18.138,58770,16.170.215.67,80,1,2,1,629,260,52,S0,0,1,32,1,197,28,42.4,OFF,0,normal
749448301,192.168.18.138,58770,16.170.215.67,80,1,2,1,635,260,52,S0,0,1,32,1,197,28.1,42.2,OFF,0,normal
749448332,192.168.18.138,58770,16.170.215.67,80,1,2,1,715,260,52,S0,0,1,32,1,197,28.3,42.10001,OFF,0,normal
749448363,192.168.18.138,58770,16.170.215.67,80,1,2,1,611,260,52,S0,0,1,32,1,197,28.4,42,OFF,0,normal
749448393,192.168.18.138,58770,16.170.215.67,80,1,2,1,703,260,51,S0,0,1,32,1,197,28.5,42.10001,OFF,0,normal
749448424,192.168.18.138,58770,16.170.215.67,80,1,2,1,703,260,51,S0,0,1,32,1,197,28.6,43.2,OFF,0,normal
749448455,192.168.18.138,58770,16.170.215.67,80,1,2,1,699,260,51,S0,0,1,32,1,197,28.5,43.7,OFF,0,normal
749448485,192.168.18.138,58770,16.170.215.67,80,1,2,1,620,260,51,S0,0,1,32,1,197,28.4,43.9,OFF,0,normal
749448516,192.168.18.138,58770,16.170.215.67,80,1,2,1,691,260,51,S0,0,1,32,1,197,28.1,43.9,OFF,0,normal
749448547,192.168.18.138,58770,16.170.215.67,80,1,2,1,607,260,51,S0,0,1,32,1,197,28,44,OFF,0,normal
749448578,192.168.18.138,58770,16.170.215.67,80,1,2,1,702,260,51,S0,51,1,32,1,248,27.6,44.1,ON,0,normal
749448608,192.168.18.138,58770,16.170.215.67,80,1,2,1,707,260,51,S0,0,1,32,1,197,27.4,44.1,ON,0,normal
749448639,192.168.18.138,58770,16.170.215.67,80,1,2,1,614,260,51,S0,0,1,32,1,197,27,44.1,ON,0,normal
749448670,192.168.18.138,58770,16.170.215.67,80,1,2,1,801,260,51,S0,0,1,32,1,197,26.8,44.4,ON,0,normal
749448899,192.168.18.138,58770,16.170.215.67,80,1,2,1,611,260,51,S0,0,1,32,1,197,27.1,44.4,ON,0,normal
749448930,192.168.18.138,58770,16.170.215.67,80,1,2,1,696,260,51,S0,51,1,32,1,248,27.5,44.4,ON,0,normal
749448960,192.168.18.138,58770,16.170.215.67,80,1,2,1,612,260,51,S0,0,1,32,1,197,27.7,44.9,ON,0,normal
749448991,192.168.18.138,58770,16.170.215.67,80,1,2,1,698,260,51,S0,51,1,32,1,248,27.8,45.1,ON,0,normal
749449022,192.168.18.138,58770,16.170.215.67,80,1,2,1,611,260,51,S0,0,1,32,1,197,27.9,45.2,ON,0,normal
749449052,192.168.18.138,58770,16.170.215.67,80,1,2,1,614,260,51,S0,0,1,32,1,197,27.8,44.9,ON,0,normal
749449083,192.168.18.138,58770,16.170.215.67,80,1,2,1,692,260,51,S0,51,1,32,1,248,27.6,44.8,ON,0,normal
749449114,192.168.18.138,58770,16.170.215.67,80,1,2,1,610,260,51,S0,0,1,32,1,197,27.4,44.8,ON,0,normal
749449144,192.168.18.138,58770,16.170.215.67,80,1,2,1,702,260,51,S0,51,1,32,1,248,27.1,44.9,ON,0,normal
749449175,192.168.18.138,58770,16.170.215.67,80,1,2,1,610,260,51,S0,0,1,32,1,197,26.9,45,ON,0,normal
749449206,192.168.18.138,58770,16.170.215.67,80,1,2,1,704,260,51,S0,51,1,32,1,248,26.7,45,ON,0,normal
749449236,192.168.18.138,58770,16.170.215.67,80,1,2,1,608,260,51,S0,0,1,32,1,197,26.5,45,ON,0,normal
749449267,192.168.18.138,58770,16.170.215.67,80,1,2,1,699,260,51,S0,51,1,32,1,248,26.4,45.1,ON,0,normal
749449298,192.168.18.138,58770,16.170.215.67,80,1,2,1,611,260,51,S0,0,1,32,1,197,26.2,44.9,ON,0,normal
749449328,192.168.18.138,58770,16.170.215.67,80,1,2,1,815,260,51,S0,51,1,32,1,248,26.1,44.60001,ON,0,normal
749449359,192.168.18.138,58770,16.170.215.67,80,1,2,1,630,260,51,S0,0,1,32,1,197,26,45,ON,0,normal
749449390,192.168.18.138,58770,16.170.215.67,80,1,2,1,675,260,52,S0,52,1,32,1,249,26,44.9,OFF,0,normal
749449421,192.168.18.138,58770,16.170.215.67,80,1,2,1,805,260,52,S0,52,1,32,1,249,26.1,44.8,OFF,0,normal
749449451,192.168.18.138,58770,16.170.215.67,80,1,2,1,633,260,52,S0,0,1,32,1,197,26.3,45,OFF,0,normal
749449482,192.168.18.138,58770,16.170.215.67,80,1,2,1,686,260,52,S0,52,1,32,1,249,26.7,44.5,OFF,0,normal
749449513,192.168.18.138,58770,16.170.215.67,80,1,2,1,699,260,52,S0,52,1,32,1,249,27.1,44,OFF,0,normal
749449543,192.168.18.138,58770,16.170.215.67,80,1,2,1,614,260,52,S0,0,1,32,1,197,27.4,43.5,OFF,0,normal
749449574,192.168.18.138,58770,16.170.215.67,80,1,2,1,706,260,52,S0,52,1,32,1,249,27.7,43.2,OFF,0,normal
749449605,192.168.18.138,58770,16.170.215.67,80,1,2,1,609,260,52,S0,0,1,32,1,197,28,42.7,OFF,0,normal
749449635,192.168.18.138,58770,16.170.215.67,80,1,2,1,716,260,52,S0,52,1,32,1,249,28.2,42.4,OFF,0,normal
749449666,192.168.18.138,58770,16.170.215.67,80,1,2,1,676,260,52,S0,0,1,32,1,197,28.4,42.5,OFF,0,normal
749449697,192.168.18.138,58770,16.170.215.67,80,1,2,1,722,260,52,S0,52,1,32,1,249,28.5,42.4,OFF,0,normal
749449727,192.168.18.138,58770,16.170.215.67,80,1,2,1,611,260,52,S0,0,1,32,1,197,28.6,42.4,OFF,0,normal
749449758,192.168.18.138,58770,16.170.215.67,80,1,2,1,857,260,52,S0,0,1,32,1,197,28.7,42.7,OFF,0,normal
749449789,192.168.18.138,58770,16.170.215.67,80,1,2,1,704,260,52,S0,52,1,32,1,249,28.9,42.6,OFF,0,normal
749449820,192.168.18.138,58770,16.170.215.67,80,1,2,1,648,260,52,S0,52,1,32,1,249,29,42.5,OFF,0,normal
749449851,192.168.18.138,58770,16.170.215.67,80,1,2,1,825,260,52,S0,52,1,32,1,249,29,42.4,OFF,0,normal
749449881,192.168.18.138,58770,16.170.215.67,80,1,2,1,705,260,52,S0,52,1,32,1,249,29.1,42.3,OFF,0,normal
749449912,192.168.18.138,58770,16.170.215.67,80,1,2,1,718,260,52,S0,0,1,32,1,197,29.1,42.3,OFF,0,normal
749449943,192.168.18.138,58770,16.170.215.67,80,1,2,1,650,260,52,S0,0,1,32,1,197,29.2,42.3,OFF,0,normal
749449973,192.168.18.138,58770,16.170.215.67,80,1,2,1,647,260,52,S0,0,1,32,1,197,29.2,42.4,OFF,0,normal
749450004,192.168.18.138,58770,16.170.215.67,80,1,2,1,701,260,52,S0,52,1,32,1,249,29.3,42.8,OFF,0,normal
749450035,192.168.18.138,58770,16.170.215.67,80,1,2,1,611,260,52,S0,0,1,32,1,197,29.3,42.8,OFF,0,normal
749450065,192.168.18.138,58770,16.170.215.67,80,1,2,1,695,260,52,S0,52,1,32,1,249,29.3,43,OFF,0,normal
749450096,192.168.18.138,58770,16.170.215.67,80,1,2,1,612,260,52,S0,52,1,32,1,249,29.3,43.1,OFF,0,normal
749450127,192.168.18.138,58770,16.170.215.67,80,1,2,1,604,260,52,S0,0,1,32,1,197,29.3,42.9,OFF,0,normal
749450157,192.168.18.138,58770,16.170.215.67,80,1,2,1,607,260,52,S0,0,1,32,1,197,29.3,42.8,OFF,0,normal
749450188,192.168.18.138,58770,16.170.215.67,80,1,2,1,699,260,52,S0,52,1,32,1,249,29.3,43,OFF,0,normal
749450219,192.168.18.138,58770,16.170.215.67,80,1,2,1,604,260,52,S0,0,1,32,1,197,29.3,43.1,OFF,0,normal
749450249,192.168.18.138,58770,16.170.215.67,80,1,2,1,611,260,52,S0,0,1,32,1,197,29.3,43.1,OFF,0,normal
749450280,192.168.18.138,58770,16.170.215.67,80,1,2,1,614,260,52,S0,0,1,32,1,197,29.3,43.1,OFF,0,normal
749450310,192.168.18.138,58770,16.170.215.67,80,1,2,1,693,260,52,S0,52,1,32,1,249,29.3,43.2,OFF,0,normal
749450341,192.168.18.138,58770,16.170.215.67,80,1,2,1,609,260,52,S0,0,1,32,1,197,29.3,43.3,OFF,0,normal
749450372,192.168.18.138,58770,16.170.215.67,80,1,2,1,607,260,52,S0,0,1,32,1,197,29.3,43.4,OFF,0,normal
749450402,192.168.18.138,58770,16.170.215.67,80,1,2,1,612,260,52,S0,0,1,32,1,197,29.3,43.4,OFF,0,normal
749450433,192.168.18.138,58770,16.170.215.67,80,1,2,1,695,260,52,S0,0,1,32,1,197,29.3,43.5,OFF,0,normal
749450464,192.168.18.138,58770,16.170.215.67,80,1,2,1,607,260,52,S0,0,1,32,1,197,29.3,43.6,OFF,0,normal
749450494,192.168.18.138,58770,16.170.215.67,80,1,2,1,697,260,52,S0,0,1,32,1,197,29.3,43.6,OFF,0,normal
749450525,192.168.18.138,58770,16.170.215.67,80,1,2,1,604,260,52,S0,0,1,32,1,197,29.3,43.7,OFF,0,normal
749450556,192.168.18.138,58770,16.170.215.67,80,1,2,1,609,260,52,S0,0,1,32,1,197,29.3,43.8,OFF,0,normal
749450586,192.168.18.138,58770,16.170.215.67,80,1,2,1,611,260,52,S0,0,1,32,1,197,29.3,43.8,OFF,0,normal
749450617,192.168.18.138,58770,16.170.215.67,80,1,2,1,698,260,52,S0,0,1,32,1,197,29.3,43.9,OFF,0,normal
749450648,192.168.18.138,58770,16.170.215.67,80,1,2,1,604,260,52,S0,0,1,32,1,197,29.3,44,OFF,0,normal
749450678,192.168.18.138,58770,16.170.215.67,80,1,2,1,618,260,52,S0,0,1,32,1,197,29.4,44,OFF,0,normal
749450709,192.168.18.138,58770,16.170.215.67,80,1,2,1,687,260,52,S0,0,1,32,1,197,29.4,44.1,OFF,0,normal
749450740,192.168.18.138,58770,16.170.215.67,80,1,2,1,608,260,52,S0,0,1,32,1,197,29.4,44.1,OFF,0,normal
749450770,192.168.18.138,58770,16.170.215.67,80,1,2,1,607,260,52,S0,0,1,32,1,197,29.4,44.2,OFF,0,normal
749450801,192.168.18.138,58770,16.170.215.67,80,1,2,1,611,260,52,S0,0,1,32,1,197,29.4,44.3,OFF,0,normal
749450831,192.168.18.138,58770,16.170.215.67,80,1,2,1,695,260,52,S0,0,1,32,1,197,29.4,44.3,OFF,0,normal
